                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5439,                0.39394,                      1,                 1.4222,               7.14e-05,               7.14e-05,               7.14e-05
